"University","CollegeType","Undergraduates","EntranceDifficulty","AdmitRate","Applicants","City","State"
"university of colorado denver","public",14622,"moderately difficult",0.61,12252,"denver","CO"
"northeastern state university","public",6923,"moderately difficult",0.83,1815,"tahlequah","OK"
"youngstown state university","public",11391,"minimally difficult",0.67,9010,"youngstown","OH"
"xavier university","private",4633,"moderately difficult",0.73,11605,"cincinnati","OH"
"wright state university","public",12504,"minimally difficult",0.95,5897,"dayton","OH"
"college of wooster","private",2003,"moderately difficult",0.58,5667,"wooster","OH"
"wittenberg university","private",1960,"moderately difficult",0.78,6906,"springfield","OH"
"university of wisconsin whitewater","public",11380,"moderately difficult",0.81,6228,"whitewater","WI"
"university of wisconsin superior","public",2365,"minimally difficult",0.69,1148,"superior","WI"
"university of wisconsin stout","public",8398,"moderately difficult",0.88,3445,"menomonie","WI"
"university of wisconsin stevens point","public",8296,"moderately difficult",0.77,4005,"stevens point","WI"
"university of wisconsin river falls","public",5507,"moderately difficult",0.9,2467,"river falls","WI"
"university of wisconsin platteville","public",7793,"",NA,NA,"platteville","WI"
"university of wisconsin parkside","public",4276,"moderately difficult",0.82,1629,"kenosha","WI"
"university of wisconsin oshkosh","public",13194,"moderately difficult",0.68,5846,"oshkosh","WI"
"university of wisconsin milwaukee","public",21375,"moderately difficult",0.72,9834,"milwaukee","WI"
"university of wisconsin madison","public",31710,"very difficult",0.53,32887,"madison","WI"
"university of wisconsin la crosse","public",9699,"moderately difficult",0.82,5801,"la crosse","WI"
"university of wisconsin green bay","public",6758,"moderately difficult",0.92,2126,"green bay","WI"
"university of wisconsin eau claire","public",9981,"moderately difficult",0.89,5706,"eau claire","WI"
"winona state university","public",7656,"moderately difficult",0.6,7476,"winona","MN"
"wilmington college","private",1432,"moderately difficult",NA,NA,"wilmington","OH"
"william woods university","private",971,"moderately difficult",0.7,895,"fulton","MO"
"william penn university","private",1449,"moderately difficult",0.59,1096,"oskaloosa","IA"
"william jewell college","private",992,"moderately difficult",0.51,2081,"liberty","MO"
"wilberforce university","private",307,"minimally difficult",0.38,1284,"wilberforce","OH"
"wheaton college","private",2456,"very difficult",0.79,1850,"wheaton","IL"
"westminster college","private",940,"moderately difficult",0.64,1789,"fulton","MO"
"western michigan university","public",18313,"moderately difficult",0.82,13613,"kalamazoo","MI"
"western illinois university","public",8543,"moderately difficult",0.59,10191,"macomb","IL"
"webster university","private",2621,"moderately difficult",0.47,2630,"st louis","MO"
"wayne state university","public",17280,"moderately difficult",0.81,11093,"detroit","MI"
"washington university st. louis","private",7540,"most difficult",0.17,29197,"st louis","MO"
"wartburg college","private",1482,"moderately difficult",0.68,4028,"waverly","IA"
"walsh college","private",935,"noncompetitive",NA,NA,"troy","MI"
"walsh university","private",2112,"moderately difficult",0.78,1693,"north canton","OH"
"wabash college","private",842,"moderately difficult",0.63,1284,"crawfordsville","IN"
"viterbo university","private",1875,"moderately difficult",0.63,1770,"la crosse","WI"
"vandercook college of music","private",155,"",NA,NA,"chicago","IL"
"valparaiso university","private",3294,"moderately difficult",0.83,7484,"valparaiso","IN"
"urbana university","private",1461,"moderately difficult",0.65,495,"urbana","OH"
"upper iowa university","private",3991,"moderately difficult",0.94,1121,"fayette","IA"
"trine university","private",3372,"moderately difficult",0.77,2890,"angola","IN"
"trinity international university","private",968,"moderately difficult",0.63,548,"deerfield","IL"
"trinity christian college","private",1193,"moderately difficult",0.7,884,"palos heights","IL"
"university of toledo","public",16247,"noncompetitive",0.94,10842,"toledo","OH"
"tiffin university","private",2353,"moderately difficult",0.6,3653,"tiffin","OH"
"taylor university","private",2131,"moderately difficult",0.8,1775,"upland","IN"
"franciscan university of steubenville","private",2090,"moderately difficult",0.79,1760,"steubenville","OH"
"stephens college","private",706,"moderately difficult",0.54,1153,"columbia","MO"
"spring arbor university","private",2435,"moderately difficult",0.69,1546,"spring arbor","MI"
"southwest minnesota state university","public",6451,"minimally difficult",NA,NA,"marshall","MN"
"missouri state university","public",20316,"moderately difficult",0.84,9038,"springfield","MO"
"southwest baptist university","private",2881,"moderately difficult",0.62,1604,"bolivar","MO"
"university of southern indiana","public",7956,"moderately difficult",0.92,4552,"evansville","IN"
"southern illinois university edwardsville","public",11720,"moderately difficult",0.89,7274,"edwardsville","IL"
"southern illinois university carbondale","public",12182,"moderately difficult",0.77,9084,"carbondale","IL"
"southeast missouri state university","public",10693,"moderately difficult",0.83,5184,"cape girardeau","MO"
"simpson college","private",1543,"moderately difficult",0.85,1265,"indianola","IA"
"silver lake college of the holy family","private",357,"minimally difficult",0.55,481,"manitowoc","WI"
"siena heights university","private",2402,"moderately difficult",0.74,1545,"adrian","MI"
"university of st. thomas","private",6111,"moderately difficult",0.83,6221,"st paul","MN"
"gustavus adolphus college","private",2386,"very difficult",0.67,4657,"st peter","MN"
"university of indianapolis","private",4346,"moderately difficult",0.86,7301,"indianapolis","IN"
"pontifical college josephinum","private",78,"minimally difficult",0.75,8,"columbus","OH"
"purdue university","public",30043,"moderately difficult",0.56,48774,"west lafayette","IN"
"st. olaf college","private",3040,"very difficult",0.45,6041,"northfield","MN"
"university of illinois springfield","public",2959,"moderately difficult",0.65,1467,"springfield","IL"
"faith baptist bible college & theological seminary","private",226,"minimally difficult",NA,NA,"ankeny","IA"
"franklin college","private",1016,"moderately difficult",0.78,1479,"franklin","IN"
"goshen college","private",800,"moderately difficult",0.68,1004,"goshen","IN"
"hillsdale college","private",1486,"very difficult",0.45,1934,"hillsdale","MI"
"hope college","private",3234,"moderately difficult",0.84,3899,"holland","MI"
"kalamazoo college","private",1443,"very difficult",0.66,3626,"kalamazoo","MI"
"lake forest college","private",1540,"moderately difficult",0.57,4227,"lake forest","IL"
"lawrence university","private",1532,"very difficult",0.63,3579,"appleton","WI"
"madonna university","private",2629,"moderately difficult",0.6,972,"livonia","MI"
"indiana state university","public",11202,"moderately difficult",0.86,11101,"terre haute","IN"
"huntington university","private",996,"moderately difficult",0.9,789,"huntington","IN"
"university of iowa","public",22354,"moderately difficult",0.81,24097,"iowa city","IA"
"marquette university","private",8238,"moderately difficult",0.84,13136,"milwaukee","WI"
"michigan technological university","public",5829,"moderately difficult",0.76,5589,"houghton","MI"
"milwaukee school of engineering","private",2675,"moderately difficult",0.66,2686,"milwaukee","WI"
"michigan state university","public",39090,"moderately difficult",0.66,37480,"east lansing","MI"
"university of missouri columbia","public",27812,"moderately difficult",0.78,21988,"columbia","MO"
"moody bible institute","private",2928,"moderately difficult",0.89,816,"chicago","IL"
"university of notre dame","private",8530,"most difficult",0.19,19505,"notre dame","IN"
"university of missouri st. louis","public",13923,"moderately difficult",0.71,1947,"st louis","MO"
"northwest missouri state university","public",5628,"moderately difficult",0.74,5382,"maryville","MO"
"oakland university","public",16793,"moderately difficult",0.8,10162,"rochester","MI"
"oberlin college","private",2895,"very difficult",0.28,8518,"oberlin","OH"
"truman state university","public",6039,"moderately difficult",0.68,5178,"kirksville","MO"
"eastern illinois university","public",5957,"moderately difficult",0.47,8420,"charleston","IL"
"elmhurst college","private",2840,"moderately difficult",0.55,3620,"elmhurst","IL"
"university of findlay","private",3661,"moderately difficult",0.73,2976,"findlay","OH"
"hiram college","private",1090,"moderately difficult",0.54,2521,"hiram","OH"
"iowa state university","public",30671,"moderately difficult",0.87,19433,"ames","IA"
"otterbein university","private",2485,"moderately difficult",0.75,2917,"westerville","OH"
"north central university","private",1125,"noncompetitive",NA,NA,"minneapolis","MN"
"morningside college","private",1321,"moderately difficult",0.57,4561,"sioux city","IA"
"lake superior state university","public",2432,"moderately difficult",0.9,1465,"sault sainte marie","MI"
"macalester college","private",2146,"very difficult",0.37,5946,"st paul","MN"
"ohio northern university","private",2259,"moderately difficult",0.69,3108,"ada","OH"
"university of rio grande","private",2106,"noncompetitive",0.73,1754,"rio grande","OH"
"st. catherine university","private",3176,"moderately difficult",0.69,2853,"st paul","MN"
"purdue university northwest","public",14385,"moderately difficult",0.44,3882,"hammond","IN"
"rockhurst university","private",2042,"moderately difficult",0.74,3038,"kansas city","MO"
"saint john's university","private",1754,"moderately difficult",0.88,1457,"collegeville","MN"
"quincy university","private",1140,"moderately difficult",0.63,1553,"quincy","IL"
"saginaw valley state university","public",8397,"moderately difficult",0.76,6700,"university center","MI"
"university of st. francis","private",1810,"minimally difficult",0.97,977,"fort wayne","IN"
"saint louis university","private",7454,"",0.65,12737,"st louis","MO"
"saint mary's university of minnesota","private",1590,"moderately difficult",0.79,1686,"winona","MN"
"park university","private",8946,"minimally difficult",NA,NA,"parkville","MO"
"northwestern university","private",8353,"most difficult",0.11,35100,"evanston","IL"
"college of the ozarks","private",1512,"moderately difficult",0.14,2896,"point lookout","MO"
"olivet nazarene university","private",3358,"minimally difficult",0.78,4305,"bourbonnais","IL"
"olivet college","private",1045,"minimally difficult",0.53,2654,"olivet","MI"
"ohio state university","public",45831,"very difficult",0.54,44845,"columbus","OH"
"henderson state university","public",3066,"moderately difficult",0.66,4072,"arkadelphia","AR"
"james madison university","public",19548,"very difficult",0.72,21304,"harrisonburg","VA"
"jacksonville state university","public",7561,"moderately difficult",0.53,4979,"jacksonville","AL"
"john brown university","private",2017,"moderately difficult",0.77,1206,"siloam springs","AR"
"northland college","private",582,"moderately difficult",0.54,1335,"ashland","WI"
"university of massachusetts lowell","public",13639,"moderately difficult",0.6,11231,"lowell","MA"
"goucher college","private",1473,"moderately difficult",0.79,3443,"baltimore","MD"
"long island university","private",4661,"moderately difficult",0.91,7289,"brooklyn","NY"
"university of new england","private",4247,"moderately difficult",0.83,4883,"biddeford","ME"
"american academy of art","private",297,"moderately difficult",NA,NA,"chicago","IL"
"art institute of phoenix","private for profit",NA,"",NA,NA,"phoenix","AZ"
"hamilton technical college","private for profit",NA,"noncompetitive",NA,NA,"davenport","IA"
"bacone college","private",884,"minimally difficult",NA,NA,"muskogee","OK"
"global university","private",4176,"noncompetitive",NA,NA,"springfield","MO"
"beth hatalmud rabbinical college","private",75,"",1,28,"brooklyn","NY"
"columbia college","private for profit",1750,"noncompetitive",0.54,967,"caguas","PR"
"independence university","private for profit",NA,"noncompetitive",NA,NA,"salt lake city","UT"
"california state university monterey bay","public",6923,"moderately difficult",0.35,16258,"seaside","CA"
"carlos albizu university miami","private",356,"moderately difficult",0.72,25,"miami","FL"
"central yeshiva tomchei tmimim-lubavitch","private",582,"",1,260,"brooklyn","NY"
"rogers state university","public",3889,"noncompetitive",0.79,1169,"claremore","OK"
"jefferson college of health sciences","private",800,"moderately difficult",0.36,459,"roanoke","VA"
"dalton state college","public",5188,"noncompetitive",NA,NA,"dalton","GA"
"edp university of puerto rico","private for profit",1574,"noncompetitive",0.61,342,"hato rey","PR"
"escuela de artes plasticas de puerto rico","public",555,"moderately difficult",0.84,91,"san juan","PR"
"grantham university","private for profit",7898,"noncompetitive",NA,NA,"lenexa","KS"
"haskell indian nations university","public",894,"minimally difficult",NA,NA,"lawrence","KS"
"hebrew theological college","private",415,"moderately difficult",NA,NA,"skokie","IL"
"hobe sound bible college","private",NA,"noncompetitive",NA,NA,"hobe sound","FL"
"holy trinity orthodox seminary","private",58,"noncompetitive",NA,NA,"jordanville","NY"
"kehilath yakov rabbinical seminary","private",88,"",NA,NA,"ossining","NY"
"machzikei hadath rabbinical college","private",112,"moderately difficult",NA,NA,"brooklyn","NY"
"northeast catholic college",NA,68,"moderately difficult",NA,NA,"warner","NH"
"mesivta torah vodaath seminary","private",240,"moderately difficult",NA,NA,"brooklyn","NY"
"midstate college","private for profit",641,"moderately difficult",NA,NA,"peoria","IL"
"mirrer yeshiva","private",255,"",1,66,"brooklyn","NY"
"mount angel seminary","private",85,"moderately difficult",1,73,"saint benedict","OR"
"national american university rio rancho","private for profit",336,"noncompetitive",NA,NA,"albuquerque","NM"
"new orleans baptist theological seminary leavell college","private",974,"minimally difficult",NA,NA,"new orleans","LA"
"ohio university southern","public",1699,"noncompetitive",1,350,"ironton","OH"
"ohio university lancaster","public",1728,"noncompetitive",NA,NA,"lancaster","OH"
"ohio university zanesville","public",1968,"noncompetitive",0.92,552,"zanesville","OH"
"ohio university eastern","public",751,"noncompetitive",NA,NA,"st clairsville","OH"
"ohr somayach/joseph tanenbaum educational center","private",60,"moderately difficult",0.6,100,"monsey","NY"
"oregon college of art & craft","private",123,"moderately difficult",0.58,142,"portland","OR"
"our lady of the lake college","private",1265,"minimally difficult",0.54,269,"baton rouge","LA"
"peabody conservatory of johns hopkins university","private",269,"very difficult",0.52,711,"baltimore","MD"
"rabbinical academy mesivta rabbi chaim berlin","private",146,"moderately difficult",1,20,"brooklyn","NY"
"rabbinical college bobover yeshiva b'nei zion","private",197,"moderately difficult",NA,NA,"brooklyn","NY"
"rabbinical college of long island","private",145,"",1,40,"long beach","NY"
"rabbinical college of telshe","private",37,"",NA,NA,"wickliffe","OH"
"st. augustine college","private",1430,"noncompetitive",NA,NA,"chicago","IL"
"st. charles borromeo seminary overbrook","private",98,"moderately difficult",1,8,"wynnewood","PA"
"talmudical institute of upstate new york","private",22,"noncompetitive",1,13,"rochester","NY"
"talmudical seminary oholei torah","private",337,"",1,65,"brooklyn","NY"
"talmudical yeshiva of philadelphia","private",124,"moderately difficult",NA,NA,"philadelphia","PA"
"telshe yeshiva chicago","private",61,"",1,8,"chicago","IL"
"texas college","private",960,"",0.32,4190,"tyler","TX"
"united talmudical seminary","private",1351,"",NA,NA,"brooklyn","NY"
"university of puerto rico aguadilla","public",3076,"moderately difficult",0.89,901,"aguadilla","PR"
"university of puerto rico utuado","public",1623,"moderately difficult",0.45,1854,"utuado","PR"
"university of south carolina beaufort","public",1980,"minimally difficult",0.63,1968,"bluffton","SC"
"yeshiva beth moshe","private",54,"",NA,NA,"scranton","PA"
"yeshiva derech chaim","private",95,"",1,31,"brooklyn","NY"
"yeshiva of nitra","private",186,"",NA,NA,"mount kisco","NY"
"yeshiva shaar hatorah","private",111,"",NA,NA,"kew gardens","NY"
"yeshiva zichron moshe","private",178,"",1,74,"south fallsburg","NY"
"southwest university of visual arts","private for profit",177,"",NA,NA,"tucson","AZ"
"atlantic university college","private",1168,"",NA,NA,"guaynabo","PR"
"devry university westminster","private for profit",239,"",NA,NA,"westminster","CO"
"pennsylvania college of art & design","private",232,"moderately difficult",0.45,419,"lancaster","PA"
"mercy college of health sciences","private",771,"",NA,NA,"des moines","IA"
"college of biblical studies houston","private",423,"noncompetitive",0.46,63,"houston","TX"
"bethesda university of california","private",232,"minimally difficult",0.95,19,"anaheim","CA"
"new charter university","private for profit",230,"noncompetitive",0.87,115,"salt lake city","UT"
"cox college","private",778,"",0.59,27,"springfield","MO"
"western governors university","private",44499,"minimally difficult",NA,NA,"salt lake city","UT"
"northcentral university","private for profit",133,"minimally difficult",NA,NA,"san diego","CA"
"columbia southern university","private for profit",15573,"noncompetitive",NA,NA,"orange beach","AL"
"northpoint bible college","private",265,"",NA,NA,"haverhill","MA"
"devry university miramar","private for profit",246,"minimally difficult",NA,NA,"miramar","FL"
"devry university ft. washington","private for profit",436,"minimally difficult",NA,NA,"fort washington","PA"
"the king's university","private",NA,"",NA,NA,"southlake","TX"
"beacon college","private",314,"moderately difficult",0.48,236,"leesburg","FL"
"the king's college","private",534,"moderately difficult",0.41,2672,"new york","NY"
"neumont university","private for profit",429,"moderately difficult",0.83,727,"salt lake city","UT"
"soka university of america","private",419,"most difficult",0.38,500,"aliso viejo","CA"
"argosy university chicago","private for profit",NA,"",NA,NA,"chicago","IL"
"regent university","private",3806,"minimally difficult",0.83,1953,"virginia beach","VA"
"university of management & technology","private for profit",1029,"",NA,NA,"arlington","VA"
"baptist university of the americas","private",195,"",NA,NA,"san antonio","TX"
"beis medrash heichal dovid","private",91,"",NA,NA,"far rockaway","NY"
"yeshiva & kolel bais medrash elyon","private",17,"",1,13,"monsey","NY"
"yeshiva shaarei torah of rockland","private",46,"",NA,NA,"suffern","NY"
"monroe college","private for profit",6137,"moderately difficult",0.45,4146,"bronx","NY"
"franklin w. olin college of engineering","private",378,"most difficult",0.1,1296,"needham","MA"
"california state university channel islands","public",3342,"noncompetitive",0.53,5562,"camarillo","CA"
"antioch university santa barbara","private",128,"moderately difficult",NA,NA,"santa barbara","CA"
"antioch university seattle","private",103,"noncompetitive",NA,NA,"seattle","WA"
"capella university","private for profit",7487,"minimally difficult",NA,NA,"minneapolis","MN"
"keystone college","private",1459,"minimally difficult",0.92,981,"la plume","PA"
"international baptist college","private",83,"",NA,NA,"chandler","AZ"
"art institute of california hollywood","private for profit",NA,"",NA,NA,"north hollywood","CA"
"new saint andrews college","private",140,"moderately difficult",0.93,68,"moscow","ID"
"art institute of michigan","private for profit",NA,"",NA,NA,"novi","MI"
"gutenberg college","private",38,"moderately difficult",0.64,14,"eugene","OR"
"penn state dubois","public",608,"moderately difficult",0.86,373,"dubois","PA"
"penn state worthington scranton","public",1019,"moderately difficult",0.8,739,"dunmore","PA"
"harrisburg university of science & technology","private",387,"minimally difficult",NA,NA,"harrisburg","PA"
"penn state hazleton","public",863,"moderately difficult",0.82,731,"hazleton","PA"
"penn state greater allegheny","public",550,"moderately difficult",0.86,489,"mckeesport","PA"
"penn state brandywine","public",1379,"moderately difficult",0.83,1238,"media","PA"
"penn state beaver","public",726,"moderately difficult",0.86,737,"monaca","PA"
"penn state mont alto","public",902,"moderately difficult",0.78,711,"mont alto","PA"
"penn state new kensington","public",686,"moderately difficult",0.83,499,"new kensington","PA"
"penn state shenango","public",462,"moderately difficult",0.72,198,"sharon","PA"
"penn state fayette the eberly campus","public",643,"moderately difficult",0.8,593,"lemont furnace","PA"
"penn state york","public",1060,"moderately difficult",0.83,1196,"york","PA"
"virginia university of lynchburg","private",233,"noncompetitive",NA,NA,"lynchburg","VA"
"patrick henry college","private",277,"moderately difficult",0.95,227,"purcellville","VA"
"university of washington bothell","public",5112,"moderately difficult",0.8,3071,"bothell","WA"
"kaplan university","private for profit",NA,"",NA,NA,"mason city","IA"
"davenport university","private",5950,"noncompetitive",NA,NA,"grand rapids","MI"
"stratford university woodbridge","private for profit",361,"",NA,NA,"woodbridge","VA"
"art institute of houston","private for profit",NA,"",NA,NA,"houston","TX"
"university of california merced","public",6237,"moderately difficult",0.61,18862,"merced","CA"
"adventist university of health sciences","private",1659,"minimally difficult",0.76,329,"orlando","FL"
"holy cross college","private",601,"moderately difficult",0.91,638,"notre dame","IN"
"boston baptist college","private",96,"moderately difficult",NA,NA,"boston","MA"
"bob jones university","private",2721,"minimally difficult",0.81,1049,"greenville","SC"
"randall university","private",225,"noncompetitive",NA,NA,"moore","OK"
"luther rice university","private",351,"noncompetitive",0.76,34,"lithonia","GA"
"trinity baptist college","private",268,"moderately difficult",0.51,350,"jacksonville","FL"
"watkins college of art","private",246,"moderately difficult",0.94,89,"nashville","TN"
"florida career college","private for profit",3952,"noncompetitive",NA,NA,"miami","FL"
"southern california seminary","private",60,"moderately difficult",0.45,20,"el cajon","CA"
"apex school of theology","private",529,"moderately difficult",0.83,362,"durham","NC"
"midwest university","private",52,"",NA,NA,"wentzville","MO"
"university of washington tacoma","public",4285,"moderately difficult",0.84,1878,"tacoma","WA"
"everglades university orlando",NA,1313,"noncompetitive",0.84,354,"maitland","FL"
"art institute of california inland empire","private for profit",NA,"",NA,NA,"san bernardino","CA"
"art institute of california sacramento","private for profit",NA,"",NA,NA,"sacramento","CA"
"rasmussen college lake elmo/woodbury","private for profit",2169,"minimally difficult",NA,NA,"lake elmo","MN"
"ecclesia college","private",246,"noncompetitive",0.31,211,"springdale","AR"
"southwest university","private for profit",NA,"",NA,NA,"kenner","LA"
"full sail university","private for profit",8921,"",NA,NA,"winter park","FL"
"argosy university atlanta","private for profit",NA,"",NA,NA,"atlanta","GA"
"argosy university twin cities","private for profit",NA,"",NA,NA,"eagan","MN"
"argosy university sarasota","private for profit",NA,"",NA,NA,"sarasota","FL"
"argosy university phoenix","private for profit",NA,"",NA,NA,"phoenix","AZ"
"argosy university washington dc","private for profit",NA,"",NA,NA,"arlington","VA"
"argosy university san francisco bay area","private for profit",NA,"",NA,NA,"alameda","CA"
"argosy university tampa","private for profit",NA,"",NA,NA,"tampa","FL"
"argosy university seattle","private for profit",NA,"",NA,NA,"seattle","WA"
"argosy university hawaii","private for profit",NA,"",NA,NA,"honolulu","HI"
"argosy university nashville","private for profit",NA,"",NA,NA,"nashville","TN"
"argosy university dallas","private for profit",NA,"",NA,NA,"farmers branch","TX"
"argosy university los angeles","private for profit",NA,"",NA,NA,"santa monica","CA"
"argosy university san diego","private for profit",NA,"",NA,NA,"san diego","CA"
"argosy university denver","private for profit",NA,"",NA,NA,"denver","CO"
"argosy university inland empire","private for profit",NA,"",NA,NA,"ontario","CA"
"argosy university salt lake city","private for profit",NA,"",NA,NA,"draper","UT"
"california miramar university","private",NA,"",NA,NA,"san diego","CA"
"argosy university schaumburg","private for profit",NA,"",NA,NA,"schaumburg","IL"
"trident university international","private for profit",NA,"minimally difficult",NA,NA,"cypress","CA"
"argosy university orange county","private for profit",NA,"",NA,NA,"orange","CA"
"west coast university","private for profit",1792,"",0.83,24,"north hollywood","CA"
"denver school of nursing","private for profit",NA,"",NA,NA,"denver","CO"
"ex'pression college for digital arts","private for profit",NA,"",NA,NA,"emeryville","CA"
"georgia gwinnett college","public",12052,"noncompetitive",0.89,3705,"lawrenceville","GA"
"chamberlain college of nursing ","private for profit",485,"",NA,NA,"jacksonville","FL"
"chamberlain college of nursing ","private for profit",14259,"",NA,NA,"addison","IL"
"chamberlain college of nursing ","private for profit",500,"",NA,NA,"columbus","OH"
"chamberlain college of nursing","private for profit",633,"",NA,NA,"phoenix","AZ"
"spring hill college","private",1396,"moderately difficult",0.44,8534,"mobile","AL"
