University,CostIState,CostOState,CollegeType,Undergraduates,EntranceDifficulty,AdmitRate,Applicants,City,State,Region,Starting Median Salary
university of mary washington,12128,27374,public,4357,very difficult,0.74,6270,fredericksburg,VA,Southern,NA
criswell college,12138,12138,private,225,minimally difficult,1,25,dallas,TX,Southern,NA
troy university,12155,22267,public,14243,moderately difficult,0.9,6565,troy,AL,Southern,NA
william carey university,12300,12300,private,2090,moderately difficult,0.93,465,hattiesburg,MS,Southern,NA
wiley college,12306,12306,private,925,minimally difficult,0.4,976,marshall,TX,Southern,NA
college of charleston,12318,30706,public,10375,moderately difficult,0.84,10828,charleston,SC,Southern,NA
university of montevallo,12400,25030,public,2409,moderately difficult,0.65,2334,montevallo,AL,Southern,NA
philander smith college,12414,12414,private,765,minimally difficult,0.52,3330,little rock,AR,Southern,NA
talladega college,12510,12510,private,989,moderately difficult,0.15,2047,talladega,AL,Southern,NA
university of texas dallas,12528,34644,public,17350,very difficult,0.68,12686,richardson,TX,Southern,NA
voorhees college,12630,12630,private,468,moderately difficult,0.5,2776,denmark,SC,Southern,NA
arlington baptist college,12650,12650,private,184,noncompetitive,1,80,arlington,TX,Southern,NA
longwood university,12720,27660,public,4386,moderately difficult,0.79,4716,farmville,VA,Southern,NA
allen university,13040,13040,private,827,minimally difficult,0.72,1937,columbia,SC,Southern,NA
mid-atlantic christian university,13200,13200,private,186,minimally difficult,0.5,212,elizabeth city,NC,Southern,NA
talmudic university,13250,13250,private,30,moderately difficult,0.8,10,miami beach,FL,Southern,NA
john wesley university,13330,13330,private,126,moderately difficult,0.2,165,high point,NC,Southern,NA
cabarrus college of health sciences,13416,13416,private,443,moderately difficult,1,28,concord,NC,Southern,NA
morris college,13458,13458,private,754,noncompetitive,0.78,2551,sumter,SC,Southern,NA
christopher newport university,13654,25450,public,4930,moderately difficult,0.62,7532,newport news,VA,Southern,NA
edward waters college,13725,13725,private,751,noncompetitive,0.23,1611,jacksonville,FL,Southern,NA
paine college,14224,14224,private,502,minimally difficult,0.25,3964,augusta,GA,Southern,NA
adventist university of health sciences,14250,14250,private,1659,minimally difficult,0.76,329,orlando,FL,Southern,NA
appalachian bible college,14290,14290,private,286,noncompetitive,0.56,133,mount hope,WV,Southern,NA
huston-tillotson university,14346,14346,private,965,moderately difficult,0.36,2423,austin,TX,Southern,NA
the citadel,14348,36111,public,2773,moderately difficult,0.82,2620,charleston,SC,Southern,NA
bethune-cookman university,14410,14410,private,3796,minimally difficult,0.53,13007,daytona beach,FL,Southern,NA
st. mary's college of maryland,14496,29947,public,1643,moderately difficult,0.8,1767,st mary's city,MD,Southern,NA
st. john vianney college seminary,14760,14760,private,NA,moderately difficult,1,10,miami,FL,Southern,NA
johnson university,14920,14920,private,842,moderately difficult,0.53,370,knoxville,TN,Southern,NA
johnson university florida,14920,14920,private,185,minimally difficult,0.62,232,kissimmee,FL,Southern,NA
ecclesia college,15140,15140,private,246,noncompetitive,0.31,211,springdale,AR,Southern,NA
winthrop university,15220,29136,public,5091,moderately difficult,0.69,4940,rock hill,SC,Southern,NA
florida memorial university,15536,15536,private,1669,noncompetitive,0.39,5286,miami dade,FL,Southern,NA
our lady of the lake college,15583,15583,private,1265,minimally difficult,0.54,269,baton rouge,LA,Southern,NA
central baptist college,15750,15750,private,832,minimally difficult,0.62,318,conway,AR,Southern,NA
louisiana college,16000,16000,private,909,moderately difficult,0.72,755,pineville,LA,Southern,NA
claflin university,16302,16302,private,1836,minimally difficult,0.6,4073,orangeburg,SC,Southern,NA
shaw university,16480,16480,private,1713,minimally difficult,0.49,9605,raleigh,NC,Southern,NA
bob jones university,16500,16500,private,2721,minimally difficult,0.81,1049,greenville,SC,Southern,NA
bethel university,16552,16552,private,4239,minimally difficult,0.62,1573,mckenzie,TN,Southern,NA
gallaudet university,16558,16558,private,1121,moderately difficult,0.66,511,washington,DC,Southern,NA
trinity college of florida,16640,16640,private,202,noncompetitive,0.71,75,trinity,FL,Southern,NA
thomas university,16715,16715,private,769,minimally difficult,0.47,416,thomasville,GA,Southern,NA
oakwood university,16720,16720,private,1824,minimally difficult,0.57,1492,huntsville,AL,Southern,NA
virginia union university,16772,16772,private,1509,moderately difficult,0.49,7337,richmond,VA,Southern,NA
florida college,17142,17142,private,533,moderately difficult,0.79,284,temple terrace,FL,Southern,NA
williams baptist college,17320,17320,private,469,minimally difficult,0.6,665,walnut ridge,AR,Southern,NA
regent university,17450,17450,private,3806,minimally difficult,0.83,1953,virginia beach,VA,Southern,NA
dallas christian college,17620,17620,private,252,moderately difficult,0.23,225,dallas,TX,Southern,NA
st. augustine's university,17890,17890,private,944,moderately difficult,0.71,4040,raleigh,NC,Southern,NA
judson college,17896,17896,private,374,moderately difficult,0.63,329,marion,AL,Southern,NA
converse college,18030,18030,private,870,moderately difficult,0.6,1359,spartanburg,SC,Southern,NA
dillard university,18099,18099,private,1185,moderately difficult,0.48,4615,new orleans,LA,Southern,NA
livingstone college,18154,18154,private,1175,minimally difficult,0.72,3110,salisbury,NC,Southern,NA
virginia military institute,18214,43902,public,1713,moderately difficult,0.51,1843,lexington,VA,Southern,NA
johnson c. smith university,18236,18236,private,1326,moderately difficult,0.45,5841,charlotte,NC,Southern,NA
welch college,18458,18458,private,327,noncompetitive,0.69,115,gallatin,TN,Southern,NA
bennett college,18513,18513,private,474,minimally difficult,0.98,1488,greensboro,NC,Southern,NA
north greenville university,18750,18750,private,2481,minimally difficult,0.59,1617,tigerville,SC,Southern,NA
harding university,19190,19190,private,4419,moderately difficult,0.7,2217,searcy,AR,Southern,NA
kentucky christian university,19256,19256,private,602,moderately difficult,0.48,886,grayson,KY,Southern,NA
wayland baptist university,19430,19430,private,3776,minimally difficult,1,651,plainview,TX,Southern,NA
columbia college,19500,19500,private,1554,moderately difficult,0.89,506,columbia,SC,Southern,NA
mount olive college,19700,19700,private,3855,minimally difficult,0.5,1838,mount olive,NC,Southern,NA
emmanuel college,19710,19710,private,920,minimally difficult,0.41,1386,franklin springs,GA,Southern,NA
university of pikeville,20350,20350,private,1658,noncompetitive,1,2437,pikeville,KY,Southern,NA
southwestern assemblies of god university,20410,20410,private,1774,noncompetitive,0.23,2097,waxahachie,TX,Southern,NA
point university,20600,20600,private,1954,moderately difficult,0.51,1184,west point,GA,Southern,NA
southwestern adventist university,20732,20732,private,789,moderately difficult,0.5,1551,keene,TX,Southern,NA
faulkner university,20970,20970,private,2583,minimally difficult,0.45,2446,montgomery,AL,Southern,NA
ohio valley university,21100,21100,private,403,minimally difficult,0.64,845,vienna,WV,Southern,NA
warner university,21116,21116,private,921,minimally difficult,0.58,391,lake wales,FL,Southern,NA
lincoln memorial university,21410,21410,private,1699,moderately difficult,0.74,2306,harrogate,TN,Southern,NA
fisk university,21480,21480,private,805,moderately difficult,0.81,3004,nashville,TN,Southern,NA
southern adventist university,21550,21550,private,2673,moderately difficult,0.6,2003,collegedale,TN,Southern,NA
oklahoma christian university,21670,21670,private,1974,moderately difficult,0.61,2256,oklahoma city,OK,Southern,NA
shorter university,21670,21670,private,1377,moderately difficult,0.61,1820,rome,GA,Southern,NA
lubbock christian university,21794,21794,private,1471,moderately difficult,1,815,lubbock,TX,Southern,NA
cumberland university,21810,21810,private,1254,moderately difficult,0.46,713,lebanon,TN,Southern,NA
brescia university,21850,21850,private,1272,moderately difficult,0.47,4438,owensboro,KY,Southern,NA
columbia college,21936,21936,private,1554,moderately difficult,0.89,506,columbia,SC,Southern,NA
freed-hardeman university,21950,21950,private,1402,moderately difficult,0.96,791,henderson,TN,Southern,NA
st. john's college,22005,22005,private,434,moderately difficult,0.53,612,annapolis,MD,Southern,NA
college of william & mary,22044,43099,public,6276,most difficult,0.37,14382,williamsburg,VA,Southern,NA
st. gregory's university,22050,22050,private,636,minimally difficult,0.85,184,shawnee,OK,Southern,NA
toccoa falls college,22104,22104,private,1254,moderately difficult,0.54,881,toccoa falls,GA,Southern,NA
tuskegee university,22170,22170,private,2485,moderately difficult,0.53,7529,tuskegee,AL,Southern,NA
university of mobile,22210,22210,private,1376,moderately difficult,0.62,935,mobile,AL,Southern,NA
wesleyan college,22370,22370,private,635,moderately difficult,0.38,842,macon,GA,Southern,NA
columbia international university,22390,22390,private,497,moderately difficult,0.36,518,columbia,SC,Southern,NA
reinhardt university,22422,22422,private,1334,moderately difficult,0.9,1172,waleska,GA,Southern,NA
aquinas college,22850,22850,private,337,minimally difficult,0.52,183,nashville,TN,Southern,NA
university of the cumberlands,23000,23000,private,3082,moderately difficult,0.71,2326,williamsburg,KY,Southern,NA
clark atlanta university,23082,23082,private,3093,moderately difficult,0.72,10733,atlanta,GA,Southern,NA
xavier university of louisiana,23606,23606,private,2327,moderately difficult,0.48,6640,new orleans,LA,Southern,NA
watkins college of art,23700,23700,private,246,moderately difficult,0.94,89,nashville,TN,Southern,NA
university of the ozarks,23750,23750,private,651,moderately difficult,0.97,744,clarksville,AR,Southern,NA
tennessee wesleyan college,23800,23800,private,1015,minimally difficult,0.58,988,athens,TN,Southern,NA
spalding university,24000,24000,private,1316,moderately difficult,0.51,990,louisville,KY,Southern,NA
southeastern university,24160,24160,private,5055,minimally difficult,0.46,4061,lakeland,FL,Southern,NA
lindsey wilson college,24246,24246,private,2143,minimally difficult,0.72,2887,columbia,KY,Southern,NA
belhaven university,24250,24250,private,2715,moderately difficult,0.43,2474,jackson,MS,Southern,NA
liberty university,24304,24304,private,13646,minimally difficult,0.28,22984,lynchburg,VA,Southern,NA
piedmont college,24464,24464,private,1295,moderately difficult,0.57,1335,demorest,GA,Southern,NA
chowan university,24480,24480,private,1525,minimally difficult,0.57,4364,murfreesboro,NC,Southern,NA
southern wesleyan university,24700,24700,private,1456,minimally difficult,0.94,575,central,SC,Southern,NA
charleston southern university,24800,24800,private,3206,moderately difficult,0.61,4399,charleston,SC,Southern,NA
trevecca nazarene university,25100,25100,private,2092,moderately difficult,0.72,1417,nashville,TN,Southern,NA
limestone college,25150,25150,private,1227,minimally difficult,0.52,3195,gaffney,SC,Southern,NA
southern nazarene university,25188,25188,private,1647,noncompetitive,0.33,979,bethany,OK,Southern,NA
webber international university,25358,25358,private,654,moderately difficult,0.5,713,babson park,FL,Southern,NA
campbellsville university,25400,25400,private,3349,moderately difficult,0.7,2966,campbellsville,KY,Southern,NA
hampton university,25442,25442,private,3836,moderately difficult,0.65,11165,hampton,VA,Southern,NA
east texas baptist university,25470,25470,private,1339,moderately difficult,0.51,1397,marshall,TX,Southern,NA
christendom college,25580,25580,private,477,moderately difficult,0.87,323,front royal,VA,Southern,NA
bryan college,25600,25600,private,1422,moderately difficult,0.42,1041,dayton,TN,Southern,NA
montreat college,25730,25730,private,808,moderately difficult,0.54,819,montreat,NC,Southern,NA
berea college,25760,25760,private,1665,moderately difficult,0.33,1744,berea,KY,Southern,NA
jefferson college of health sciences,25850,25850,private,800,moderately difficult,0.36,459,roanoke,VA,Southern,NA
ouachita baptist university,25870,25870,private,1494,moderately difficult,0.67,1712,arkadelphia,AR,Southern,NA
st. andrews university,25874,25874,private,688,moderately difficult,0.57,1238,laurinburg,NC,Southern,NA
newberry college,25900,25900,private,1070,moderately difficult,0.6,1445,newberry,SC,Southern,NA
kentucky wesleyan college,26080,26080,private,785,moderately difficult,0.67,996,owensboro,KY,Southern,NA
oklahoma wesleyan university,26090,26090,private,1229,minimally difficult,0.85,235,bartlesville,OK,Southern,NA
john brown university,26144,26144,private,2017,moderately difficult,0.77,1206,siloam springs,AR,Southern,NA
lees-mcrae college,26198,26198,private,991,minimally difficult,0.63,1531,banner elk,NC,Southern,NA
wesley college,26406,26406,private,1661,moderately difficult,0.63,2933,dover,DE,Southern,NA
alderson-broaddus college,26610,26610,private,981,moderately difficult,0.41,4103,philippi,WV,Southern,NA
mcmurry university,26712,26712,private,1073,moderately difficult,0.48,1884,abilene,TX,Southern,NA
schreiner university,26750,26750,private,1237,moderately difficult,0.91,998,kerrville,TX,Southern,NA
oral roberts university,26792,26792,private,3288,moderately difficult,0.21,2635,tulsa,OK,Southern,NA
oklahoma baptist university,26840,26840,private,1904,moderately difficult,0.6,4955,shawnee,OK,Southern,NA
anderson university,26920,26920,private,2940,minimally difficult,0.54,3316,anderson,SC,Southern,NA
morehouse college,27278,27278,private,2108,moderately difficult,0.66,3186,atlanta,GA,Southern,NA
lyon college,27340,27340,private,690,moderately difficult,0.59,1776,batesville,AR,Southern,NA
texas wesleyan university,27392,27392,private,1905,moderately difficult,0.41,2959,fort worth,TX,Southern,NA
carson-newman university,27400,27400,private,1812,moderately difficult,0.63,6496,jefferson city,TN,Southern,NA
hardin-simmons university,27440,27440,private,1721,moderately difficult,0.88,1149,abilene,TX,Southern,NA
bethany college,27472,27472,private,710,moderately difficult,0.7,1168,bethany,WV,Southern,NA
howard payne university,27690,27690,private,1098,moderately difficult,0.88,953,brownwood,TX,Southern,NA
university of mary hardin-baylor,27700,27700,private,3278,moderately difficult,0.79,8954,belton,TX,Southern,NA
patrick henry college,27922,27922,private,277,moderately difficult,0.95,227,purcellville,VA,Southern,NA
wheeling jesuit university,28110,28110,private,945,moderately difficult,0.93,1020,wheeling,WV,Southern,NA
university of tampa,28426,28426,private,7382,moderately difficult,0.48,19947,tampa,FL,Southern,NA
spelman college,28431,28431,private,2125,very difficult,0.36,7864,atlanta,GA,Southern,NA
bethany college,28454,28454,private,710,moderately difficult,0.7,1168,bethany,WV,Southern,NA
coker college,28464,28464,private,1165,moderately difficult,0.51,1393,hartsville,SC,Southern,NA
brenau university,28510,28510,private,1653,moderately difficult,0.36,1975,gainesville,GA,Southern,NA
salem college,28566,28566,private,938,moderately difficult,0.6,929,winston salem,NC,Southern,NA
king college,28572,28572,private,2343,moderately difficult,0.55,343,bristol,TN,Southern,NA
william peace university,28700,28700,private,1034,moderately difficult,0.63,1631,raleigh,NC,Southern,NA
brevard college,28850,28850,private,705,minimally difficult,0.43,2858,brevard,NC,Southern,NA
davis & elkins college,28992,28992,private,640,moderately difficult,0.75,351,elkins,WV,Southern,NA
greensboro college,29120,29120,private,960,minimally difficult,0.36,2687,greensboro,NC,Southern,NA
st. mary's university,29300,29300,private,2309,moderately difficult,0.55,5832,san antonio,TX,Southern,NA
lagrange college,29450,29450,private,906,moderately difficult,0.58,1568,lagrange,GA,Southern,NA
asbury university,29500,29500,private,1624,moderately difficult,0.7,1285,wilmore,KY,Southern,NA
pfeiffer university,29574,29574,private,1089,moderately difficult,0.71,912,misenheimer,NC,Southern,NA
barry university,29700,29700,private,3541,moderately difficult,0.62,4982,miami shores,FL,Southern,NA
anderson university,29710,29710,private,2940,minimally difficult,0.54,3316,anderson,SC,Southern,NA
o'more college of design,29880,29880,private,170,moderately difficult,0.8,132,franklin,TN,Southern,NA
catawba college,29920,29920,private,1297,moderately difficult,0.47,2528,salisbury,NC,Southern,NA
nova southeastern university,29940,29940,private,4295,moderately difficult,0.52,6532,fort lauderdale,FL,Southern,NA
palm beach atlantic university,29950,29950,private,2926,moderately difficult,0.93,1449,west palm beach,FL,Southern,NA
university of the incarnate word,29990,29990,private,6423,moderately difficult,0.93,3887,san antonio,TX,Southern,NA
barton college,29998,29998,private,988,minimally difficult,0.41,2828,wilson,NC,Southern,NA
north carolina wesleyan college,30150,30150,private,2092,moderately difficult,0.62,4038,rocky mount,NC,Southern,NA
thomas more college,30270,30270,private,1821,moderately difficult,0.89,2401,crestview hills,KY,Southern,NA
gardner-webb university,30310,30310,private,2343,moderately difficult,0.1,4310,boiling springs,NC,Southern,NA
university of charleston,30400,30400,private,1761,moderately difficult,0.52,1801,charleston,WV,Southern,NA
marymount university,30426,30426,private,2323,moderately difficult,0.91,2476,arlington,VA,Southern,NA
samford university,30490,30490,private,3341,moderately difficult,0.91,3446,birmingham,AL,Southern,NA
concordia university texas,30600,30600,private,1567,moderately difficult,0.83,853,austin,TX,Southern,NA
west virginia wesleyan college,30752,30752,private,1396,moderately difficult,0.77,1730,buckhannon,WV,Southern,NA
lipscomb university,30932,30932,private,2986,moderately difficult,0.61,3464,nashville,TN,Southern,NA
mary baldwin university,31040,31040,private,1310,moderately difficult,0.99,2706,staunton,VA,Southern,NA
wingate university,31120,31120,private,2084,moderately difficult,0.7,7581,wingate,NC,Southern,NA
johnson & wales university,31158,31158,private,1752,moderately difficult,0.76,4049,north miami,FL,Southern,NA
campbell university,31190,31190,private,2934,moderately difficult,0.6,3348,buies creek,NC,Southern,NA
aquinas college,31244,31244,private,337,minimally difficult,0.52,183,nashville,TN,Southern,NA
johnson & wales university,31508,31508,private,1752,moderately difficult,0.76,4049,north miami,FL,Southern,NA
union university,31510,31510,private,2214,moderately difficult,0.63,2012,jackson,TN,Southern,NA
houston baptist university,31730,31730,private,2332,moderately difficult,0.35,15256,houston,TX,Southern,NA
mars hill university,31804,31804,private,1395,moderately difficult,0.61,3010,mars hill,NC,Southern,NA
christian brothers university,31860,31860,private,1410,moderately difficult,0.52,2387,memphis,TN,Southern,NA
milligan college,32500,32500,private,892,moderately difficult,0.65,603,milligan college,TN,Southern,NA
university of st. thomas,32560,32560,private,1814,moderately difficult,0.77,942,houston,TX,Southern,NA
belmont university,32820,32820,private,6293,moderately difficult,0.87,6765,nashville,TN,Southern,NA
methodist university,32860,32860,private,2217,moderately difficult,0.63,2904,fayetteville,NC,Southern,NA
ferrum college,33025,33025,private,1451,minimally difficult,0.73,3286,ferrum,VA,Southern,NA
memphis college of art,33100,33100,private,366,moderately difficult,0.38,958,memphis,TN,Southern,NA
covenant college,33170,33170,private,1044,moderately difficult,0.94,615,lookout mountain,GA,Southern,NA
abilene christian university,33330,33330,private,3758,moderately difficult,0.51,10252,abilene,TX,Southern,NA
averett university,33350,33350,private,859,moderately difficult,0.55,2238,danville,VA,Southern,NA
bridgewater college,33820,33820,private,1882,moderately difficult,0.53,7486,bridgewater,VA,Southern,NA
high point university,34005,34005,private,4546,moderately difficult,0.79,9683,high point,NC,Southern,NA
maryville college,34196,34196,private,1213,moderately difficult,0.67,1701,maryville,TN,Southern,NA
guilford college,34215,34215,private,1809,moderately difficult,0.77,2620,greensboro,NC,Southern,NA
elon university,34273,34273,private,6008,moderately difficult,0.6,10098,elon,NC,Southern,NA
erskine college,34560,34560,private,622,moderately difficult,0.64,991,due west,SC,Southern,NA
florida southern college,34774,34774,private,2386,moderately difficult,0.46,6192,lakeland,FL,Southern,NA
berry college,35176,35176,private,2073,moderately difficult,0.62,3477,mount berry,GA,Southern,NA
queens university of charlotte,35202,35202,private,1641,moderately difficult,0.67,2111,charlotte,NC,Southern,NA
warren wilson college,35244,35244,private,753,moderately difficult,0.84,809,asheville,NC,Southern,NA
lenoir-rhyne university,35350,35350,private,1710,moderately difficult,0.7,6300,hickory,NC,Southern,NA
stevenson university,35490,35490,private,3621,moderately difficult,0.61,5856,stevenson,MD,Southern,NA
birmingham-southern college,35791,35791,private,1231,moderately difficult,0.65,1846,birmingham,AL,Southern,NA
eastern mennonite university,35800,35800,private,1259,moderately difficult,0.61,1215,harrisonburg,VA,Southern,NA
centenary college of louisiana,35900,35900,private,481,moderately difficult,0.64,886,shreveport,LA,Southern,NA
savannah college of art & design,35910,35910,private,10573,moderately difficult,0.71,11723,savannah,GA,Southern,NA
meredith college,35916,35916,private,1685,moderately difficult,0.61,1923,raleigh,NC,Southern,NA
mercer university,36000,36000,private,3046,moderately difficult,0.69,4836,macon,GA,Southern,NA
notre dame of maryland university,36070,36070,private,1169,moderately difficult,0.49,827,baltimore,MD,Southern,NA
bethel university,36210,36210,private,4239,minimally difficult,0.62,1573,mckenzie,TN,Southern,NA
oglethorpe university,36680,36680,private,1147,very difficult,0.78,2768,atlanta,GA,Southern,NA
sweet briar college,37155,37155,private,365,minimally difficult,0.93,950,sweet briar,VA,Southern,NA
georgetown college,37160,37160,private,986,moderately difficult,0.66,2127,georgetown,KY,Southern,NA
transylvania university,37290,37290,private,963,very difficult,0.95,1216,lexington,KY,Southern,NA
lynn university,37510,37510,private,2095,moderately difficult,0.82,3514,boca raton,FL,Southern,NA
spring hill college,37584,37584,private,1396,moderately difficult,0.44,8534,mobile,AL,Southern,NA
lynchburg college,37690,37690,private,2079,moderately difficult,0.64,5223,lynchburg,VA,Southern,NA
presbyterian college,37842,37842,private,1063,very difficult,0.6,2636,clinton,SC,Southern,NA
hood college,37960,37960,private,1174,moderately difficult,0.71,1727,frederick,MD,Southern,NA
randolph college,38155,38155,private,663,moderately difficult,0.84,1214,lynchburg,VA,Southern,NA
hollins university,38285,38285,private,654,moderately difficult,0.6,2901,roanoke,VA,Southern,NA
university of dallas,38716,38716,private,1342,moderately difficult,0.64,2228,irving,TX,Southern,NA
austin college,38825,38825,private,1278,very difficult,0.53,3352,sherman,TX,Southern,NA
emmanuel college,38844,38844,private,920,minimally difficult,0.41,1386,franklin springs,GA,Southern,NA
millsaps college,38930,38930,private,809,moderately difficult,0.59,4269,jackson,MS,Southern,NA
beacon college,39188,39188,private,314,moderately difficult,0.48,236,leesburg,FL,Southern,NA
loyola university new orleans,39242,39242,private,2483,moderately difficult,0.68,5160,new orleans,LA,Southern,NA
mount st. mary's university,39608,39608,private,1729,moderately difficult,0.62,6086,emmitsburg,MD,Southern,NA
agnes scott college,39960,39960,private,927,moderately difficult,0.65,1399,decatur,GA,Southern,NA
bellarmine university,40350,40350,private,2650,moderately difficult,0.82,6212,louisville,KY,Southern,NA
centre college,40500,40500,private,1430,very difficult,0.74,2595,danville,KY,Southern,NA
mount st. mary's university,40550,40550,private,1729,moderately difficult,0.62,6086,emmitsburg,MD,Southern,NA
southwestern university,40560,40560,private,1486,very difficult,0.45,3773,georgetown,TX,Southern,NA
university of st. thomas,41133,41133,private,1814,moderately difficult,0.77,942,houston,TX,Southern,NA
florida institute of technology,41240,41240,private,3629,moderately difficult,0.61,9503,melbourne,FL,Southern,NA
trinity university,41344,41344,private,2334,very difficult,0.27,7255,san antonio,TX,Southern,NA
mcdaniel college,41800,41800,private,1559,moderately difficult,0.79,2385,westminster,MD,Southern,NA
wofford college,41955,41955,private,1622,very difficult,0.7,2937,spartanburg,SC,Southern,NA
roanoke college,42694,42694,private,1992,moderately difficult,0.73,4459,salem,VA,Southern,NA
eckerd college,43044,43044,private,1844,moderately difficult,0.72,4603,st petersburg,FL,Southern,NA
st. edward's university,43300,43300,private,4056,moderately difficult,0.74,6046,austin,TX,Southern,NA
goucher college,43440,43440,private,1473,moderately difficult,0.79,3443,baltimore,MD,Southern,NA
hampden-sydney college,43940,43940,private,1027,moderately difficult,0.56,3403,hampden sydney,VA,Southern,NA
hendrix college,44070,44070,private,1321,very difficult,0.77,1830,conway,AR,Southern,NA
stetson university,44480,44480,private,3084,moderately difficult,0.63,11216,deland,FL,Southern,NA
washington college,44700,44700,private,1479,moderately difficult,0.49,6720,chestertown,MD,Southern,NA
ringling college of art & design,45100,45100,private,1341,moderately difficult,0.78,1752,sarasota,FL,Southern,NA
sewanee: university of the south,45120,45120,private,1731,very difficult,0.44,4423,sewanee,TN,Southern,NA
rhodes college,46504,46504,private,1999,very difficult,0.54,4481,memphis,TN,Southern,NA
maryland institute college of art,46990,46990,private,1679,very difficult,0.57,3475,baltimore,MD,Southern,NA
loyola university maryland,47725,47725,private,4104,moderately difficult,0.66,12727,baltimore,MD,Southern,NA
peabody conservatory of johns hopkins university,47863,47863,private,269,very difficult,0.52,711,baltimore,MD,Southern,NA
rollins college,48335,48335,private,1942,moderately difficult,0.61,5445,winter park,FL,Southern,NA
furman university,48348,48348,private,2797,moderately difficult,0.68,5232,greenville,SC,Southern,NA
university of miami,48484,48484,private,10849,very difficult,0.38,32525,coral gables,FL,Southern,NA
wake forest university,51400,51400,private,4955,very difficult,0.3,14006,winston salem,NC,Southern,NA
st. john's college,51670,51670,private,434,moderately difficult,0.53,612,annapolis,MD,Southern,NA
st. john's college,52320,52320,private,434,moderately difficult,0.53,612,annapolis,MD,Southern,NA
southern methodist university,52498,52498,private,6521,moderately difficult,0.49,13250,dallas,TX,Southern,NA
dixie state college,5080,14548,public,8993,noncompetitive,1,15486,st george,UT,Western,NA
brigham young university hawaii,5400,5400,private,2555,moderately difficult,0.58,1295,laie,HI,Western,NA
university of montana western,5502,16644,public,1505,minimally difficult,0.73,785,dillon,MT,Western,NA
weber state university,5712,15260,public,26112,noncompetitive,1,6199,ogden,UT,Western,NA
montana state university northern,5861,18061,public,1208,moderately difficult,0.64,378,havre,MT,Western,NA
eastern new mexico university,5918,11693,public,4600,noncompetitive,0.63,2217,portales,NM,Western,NA
new mexico highlands university,5954,9288,public,2181,minimally difficult,1,1158,las vegas,NM,Western,NA
salish kootenai college,6279,11463,private,1088,noncompetitive,0.64,344,pablo,MT,Western,NA
lewis-clark state college,6334,18410,public,3633,minimally difficult,0.99,1117,lewiston,ID,Western,NA
western new mexico university,6824,15231,public,2219,noncompetitive,1,788,silver city,NM,Western,NA
montana tech of the university of montana,7139,21969,public,2594,moderately difficult,0.89,894,butte,MT,Western,NA
metropolitan state university of denver,7352,20149,public,19940,minimally difficult,0.64,7228,denver,CO,Western,NA
university of hawaii west oahu,7440,20400,public,2692,moderately difficult,0.7,892,kapolei,HI,Western,NA
university of alaska fairbanks,7518,22908,public,7239,minimally difficult,0.73,1557,fairbanks,AK,Western,NA
university of hawaii hilo,7662,20622,public,3362,moderately difficult,0.71,1679,hilo,HI,Western,NA
central washington university,7849,21956,public,11047,moderately difficult,0.79,7340,ellensburg,WA,Western,NA
eastern oregon university,8362,19682,public,2873,minimally difficult,0.97,1043,la grande,OR,Western,NA
colorado mesa university,8972,21782,public,9595,minimally difficult,0.83,7152,grand junction,CO,Western,NA
southern oregon university,9286,24630,public,5314,moderately difficult,0.78,2766,ashland,OR,Western,NA
adams state university,9440,20456,public,2002,moderately difficult,0.99,1957,alamosa,CO,Western,NA
oregon institute of technology,9541,26831,public,3881,moderately difficult,0.93,713,klamath falls,OR,Western,NA
university of northern colorado,9545,21131,public,9503,moderately difficult,0.9,6784,greeley,CO,Western,NA
western state colorado university,9802,21274,public,2495,moderately difficult,0.92,2191,gunnison,CO,Western,NA
western oregon university,9855,25638,public,4833,moderately difficult,0.88,2901,monmouth,OR,Western,NA
colorado state university pueblo,10090,25548,public,5006,moderately difficult,0.96,6178,pueblo,CO,Western,NA
university of colorado colorado springs,10201,24181,public,10414,moderately difficult,0.93,9664,colorado springs,CO,Western,NA
university of washington bothell,10911,35475,public,5112,moderately difficult,0.8,3071,bothell,WA,Western,NA
university of washington tacoma,11046,35610,public,4285,moderately difficult,0.84,1878,tacoma,WA,Western,NA
northern arizona university,11059,24841,public,26506,moderately difficult,0.78,36511,flagstaff,AZ,Western,NA
boise bible college,12080,12080,private,174,minimally difficult,1,77,boise,ID,Western,NA
new saint andrews college,12350,12350,private,140,moderately difficult,0.93,68,moscow,ID,Western,NA
gutenberg college,13650,13650,private,38,moderately difficult,0.64,14,eugene,OR,Western,NA
new hope christian college,14880,14880,private,143,minimally difficult,0.22,165,eugene,OR,Western,NA
mount angel seminary,15912,15912,private,85,moderately difficult,1,73,saint benedict,OR,Western,NA
university of the southwest,16000,16000,private,450,moderately difficult,0.66,263,hobbs,NM,Western,NA
alaska pacific university,20830,20830,private,294,minimally difficult,0.55,474,anchorage,AK,Western,NA
marylhurst university,20835,20835,private,398,noncompetitive,1,2,marylhurst,OR,Western,NA
st. john's college,22005,22005,private,326,moderately difficult,0.63,298,santa fe,NM,Western,NA
chaminade university of honolulu,24114,24114,private,1183,moderately difficult,0.91,842,honolulu,HI,Western,NA
warner pacific college,24500,24500,private,552,moderately difficult,0.63,476,portland,OR,Western,NA
hawaii pacific university,24500,24500,private,3436,moderately difficult,0.75,5452,honolulu,HI,Western,NA
multnomah university,24680,24680,private,417,moderately difficult,0.7,198,portland,OR,Western,NA
